date,symbol,action,price,quantity,cost
2024-09-30,0939.HK,sell,5.363184928894043,4796.689720882751,25.725534019619346
2024-09-30,3988.HK,sell,3.353109359741211,7526.85309890762,25.23836157534428
2024-09-30,0005.HK,sell,65.98261260986328,369.7319925190743,24.39588283185895
2024-09-30,1398.HK,sell,4.266084671020508,5997.538920911892,25.586008854351103
2024-09-30,2628.HK,sell,14.830511093139648,2320.9694088964934,34.421162565477225
2024-09-30,1810.HK,buy,22.5,1194.1267892117103,26.86785275726348
2024-09-30,2628.HK,buy,14.830511093139648,1811.6606088978356,26.86785275726348
2024-09-30,3690.HK,buy,172.0,156.20844626315977,26.86785275726348
2024-09-30,9988.HK,buy,109.76851654052734,244.7682960837288,26.86785275726348
2024-09-30,9618.HK,buy,166.5557098388672,161.31451022157415,26.86785275726348
2024-10-31,1810.HK,sell,26.700000762939453,1194.1267892117103,31.883186182999104
2024-10-31,2628.HK,sell,15.666034698486328,1811.6606088978356,28.38153796087436
2024-10-31,3690.HK,sell,182.5,156.20844626315977,28.50804144302666
2024-10-31,9988.HK,sell,94.35102844238281,244.7682960837288,23.094140465589476
2024-10-31,9618.HK,sell,154.9934844970703,161.31451022157415,25.002698039180043
2024-10-31,0175.HK,buy,13.402705192565918,2036.6849332420197,27.297087730383588
2024-10-31,1810.HK,buy,26.700000762939453,1022.362807130437,27.297087730383588
2024-10-31,3690.HK,buy,182.5,149.57308345415666,27.297087730383588
2024-10-31,2628.HK,buy,15.666034698486328,1742.4375890742197,27.297087730383588
2024-10-31,1211.HK,buy,92.77450561523438,294.230484434952,27.297087730383588
2024-12-31,0175.HK,sell,14.560480117797852,2036.6849332420197,29.655110476688872
2024-12-31,1810.HK,sell,34.650001525878906,1022.362807130437,35.42487282707149
2024-12-31,3690.HK,sell,152.5,149.57308345415666,22.80989522675889
2024-12-31,2628.HK,sell,14.1636381149292,1742.4375890742197,24.67925544949696
2024-12-31,1211.HK,sell,87.89510345458984,294.230484434952,25.861418868904195
2024-12-31,1810.HK,buy,34.650001525878906,796.953078596681,27.61442538942889
2024-12-31,0175.HK,buy,14.560480117797852,1896.532611975802,27.61442538942889
2024-12-31,0939.HK,buy,5.91956901550293,4664.9384975677585,27.61442538942889
2024-12-31,1398.HK,buy,4.799345970153809,5753.789279030432,27.61442538942889
2024-12-31,2382.HK,buy,68.29413604736328,404.3454824624732,27.61442538942889
2025-02-28,1810.HK,sell,51.849998474121094,796.953078596681,41.32201590918402
2025-02-28,0175.HK,sell,17.209625244140625,1896.532611975802,32.63861551539472
2025-02-28,0939.HK,sell,6.214876174926758,4664.9384975677585,28.99201512603249
2025-02-28,1398.HK,sell,5.211830139160156,5753.789279030432,29.987772378827394
2025-02-28,2382.HK,sell,85.88805389404297,404.3454824624732,34.728446589549705
2025-02-28,1810.HK,buy,51.849998474121094,639.917375235238,33.179714929510666
2025-02-28,0175.HK,buy,17.209625244140625,1927.9742852510626,33.179714929510666
2025-02-28,2382.HK,buy,85.88805389404297,386.31350257910486,33.179714929510666
2025-02-28,1211.HK,buy,122.51245880126953,270.8272713988403,33.179714929510666
2025-02-28,9988.HK,buy,127.231689453125,260.78184666198916,33.179714929510666
2025-03-31,1810.HK,sell,49.20000076293945,639.917375235238,31.48393534979192
2025-03-31,0175.HK,sell,16.326574325561523,1927.9742852510626,31.47721546592283
2025-03-31,2382.HK,sell,70.72258758544922,386.31350257910486,27.321090521592406
2025-03-31,1211.HK,sell,129.50186157226562,270.8272713988403,35.07263581068703
2025-03-31,9988.HK,sell,127.73063659667969,260.78184666198916,33.309831286993585
2025-03-31,1810.HK,buy,49.20000076293945,645.1953827864332,31.743613325337527
2025-03-31,3988.HK,buy,4.4342827796936035,7158.680423067408,31.743613325337527
2025-03-31,9988.HK,buy,127.73063659667969,248.51996491312164,31.743613325337527
2025-03-31,1211.HK,buy,129.50186157226562,245.12090359120987,31.743613325337527
2025-03-31,0175.HK,buy,16.326574325561523,1944.2911104528819,31.743613325337527
2025-04-30,1810.HK,sell,49.95000076293945,645.1953827864332,32.227509862427354
2025-04-30,3988.HK,sell,4.227949142456055,7158.680423067408,30.26653675582479
2025-04-30,9988.HK,sell,117.25273132324219,248.51996491312164,29.139644674419827
2025-04-30,1211.HK,sell,122.05089569091797,245.12090359120987,29.917225835874316
2025-04-30,0175.HK,sell,16.051849365234375,1944.2911104528819,31.209468027153928
2025-04-30,1211.HK,buy,122.05089569091797,250.3256757523716,30.55247294001126
2025-04-30,1810.HK,buy,49.95000076293945,611.661110577595,30.55247294001126
2025-04-30,9988.HK,buy,117.25273132324219,260.5693922454074,30.55247294001126
2025-04-30,0941.HK,buy,76.36531066894531,400.08313555431806,30.55247294001126
2025-04-30,3988.HK,buy,4.227949142456055,7226.310419207892,30.55247294001126
2025-06-30,1211.HK,sell,122.5,250.3256757523716,30.664895279665522
2025-06-30,1810.HK,sell,59.95000076293945,611.661110577595,36.66908404578721
2025-06-30,9988.HK,sell,109.80000305175781,260.5693922454074,28.610520063740413
2025-06-30,0941.HK,sell,84.42224884033203,400.08313555431806,33.77591802658693
2025-06-30,3988.HK,sell,4.4422688484191895,7226.310419207892,32.10121366425423
2025-06-30,0388.HK,buy,413.26519775390625,77.94985585065363,32.21396259300886
